source,subsource,subsubsource,year,lcoe,cost_kw
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,0.364,1204
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,0.396,1277
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,0.941,1495
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,0.974,1567
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2010,0.049,961.49
Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2010,0.038,657.58
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2010,0.046,500
Combustion Turbine,Combustion Turbine,,2010,0.103,651
Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2013,0.188,1151
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2013,0.331,1569
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2013,0.339,1609
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2014,0.143,800
Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2014,0.197,1000
Scrubbed,Coal,Advanced PC CCS,2000,0.047,1204
Scrubbed,Coal,Advanced PC CCS,2001,0.047,1204
Scrubbed,Coal,Advanced PC CCS,2002,0.047,1204
Scrubbed,Coal,Advanced PC CCS,2003,0.047,1204
Scrubbed,Coal,Advanced PC CCS,2004,0.047,1204
Scrubbed,Coal,Advanced PC CCS,2005,0.047,1204
Scrubbed,Coal,Advanced PC CCS,2006,0.047,1204
Scrubbed,Coal,Advanced PC CCS,2007,0.047,1204
Scrubbed,Coal,Advanced PC CCS,2008,0.047,1204
Scrubbed,Coal,Advanced PC,2008,0.053,1544.82
Scrubbed,Coal,Advanced PC,2007,0.053,1544.82
Scrubbed,Coal,Advanced PC,2006,0.053,1544.82
Scrubbed,Coal,Advanced PC,2005,0.053,1544.82
Scrubbed,Coal,Advanced PC,2000,0.054,2017.85
Scrubbed,Coal,Advanced PC,2001,0.055,2017.85
Scrubbed,Coal,Advanced PC,2002,0.055,2017.85
Scrubbed,Coal,Advanced PC,2003,0.056,2017.85
Scrubbed,Coal,Advanced PC,2004,0.056,2017.85
Scrubbed,Coal,Advanced PC,2005,0.057,2017.85
Scrubbed,Coal,Advanced PC,2006,0.057,2029.27
Scrubbed,Coal,Advanced PC,2007,0.057,2040.69
Scrubbed,Coal,Advanced PC,2008,0.057,2052.11
Scrubbed,Coal,Advanced PC,2009,0.059,2057.84
Scrubbed,Coal,Advanced PC,2009,0.064,3000
Scrubbed,Coal,Advanced PC,2009,0.145,8400
Scrubbed,Coal,Advanced PC,2010,0.038,2300
Scrubbed,Coal,Advanced PC,2010,0.069,2890
Scrubbed,Coal,Advanced PC,2014,0.066,3000
Scrubbed,Coal,Advanced PC,2014,0.15,8400
Unscrubbed,Coal,Conventional PC,2000,0.045,1000
Unscrubbed,Coal,Conventional PC,2001,0.045,1000
Unscrubbed,Coal,Conventional PC,2002,0.045,1000
Unscrubbed,Coal,Conventional PC,2003,0.045,1000
Unscrubbed,Coal,Conventional PC,2004,0.045,1000
Unscrubbed,Coal,Conventional PC,2005,0.045,1000
Unscrubbed,Coal,Conventional PC,2006,0.046,1000
Unscrubbed,Coal,Conventional PC,2007,0.046,1000
Unscrubbed,Coal,Conventional PC,2008,0.046,1000
Unscrubbed,Coal,Conventional PC,2003,0.043,1300
IGCC,Coal,IGCC,2002,0.068,2617.49
IGCC,Coal,IGCC,2003,0.068,2617.49
IGCC,Coal,IGCC,2004,0.068,2617.49
IGCC,Coal,IGCC,2005,0.068,2617.49
IGCC,Coal,IGCC,2000,0.068,2617.49
IGCC,Coal,IGCC,2001,0.068,2617.49
IGCC,Coal,IGCC,2006,0.069,2634.62
IGCC,Coal,IGCC,2007,0.069,2651.75
IGCC,Coal,IGCC,2008,0.069,2668.89
IGCC,Coal,IGCC CCS,2008,0.086,3437.03
IGCC,Coal,IGCC CCS,2007,0.086,3449.59
IGCC,Coal,IGCC CCS,2006,0.086,3462.15
IGCC,Coal,IGCC CCS,2000,0.086,3474.72
IGCC,Coal,IGCC CCS,2001,0.086,3474.72
IGCC,Coal,IGCC CCS,2002,0.086,3474.72
IGCC,Coal,IGCC CCS,2003,0.086,3474.72
IGCC,Coal,IGCC CCS,2004,0.086,3474.72
IGCC,Coal,IGCC CCS,2005,0.086,3474.72
IGCC,Coal,IGCC,2009,0.062,2378.34
IGCC,Coal,IGCC CCS,2009,0.085,3495.95
IGCC,Coal,IGCC,2009,0.062,2568.84
IGCC,Coal,IGCC CCS,2009,0.083,3776.17
IGCC,Coal,IGCC,2007,0.073,2351
IGCC,Coal,IGCC,2007,0.075,2447
IGCC,Coal,IGCC,2007,0.079,2716
IGCC,Coal,IGCC,2007,0.079,2728
IGCC,Coal,IGCC,2007,0.084,2771
IGCC,Coal,IGCC,2007,0.086,3056
IGCC,Coal,IGCC,2007,0.087,3094
IGCC,Coal,IGCC,2007,0.091,3185
IGCC,Coal,IGCC,2007,0.092,3239
IGCC,Coal,IGCC CCS,2007,0.098,3334
IGCC,Coal,IGCC CCS,2007,0.103,3466
IGCC,Coal,IGCC CCS,2007,0.104,3691
IGCC,Coal,IGCC,2009,0.091,3750
IGCC,Coal,IGCC CCS,2007,0.112,3851
IGCC,Coal,IGCC CCS,2007,0.11,3904
IGCC,Coal,IGCC CCS,2007,0.117,4253
IGCC,Coal,IGCC CCS,2007,0.119,4318
IGCC,Coal,IGCC CCS,2007,0.12,4378
IGCC,Coal,IGCC CCS,2007,0.122,4430
IGCC,Coal,IGCC,2009,0.12,5250
IGCC,Coal,IGCC CCS,2009,0.185,9000
IGCC,Coal,IGCC,2010,0.08,3182.1
IGCC,Coal,IGCC CCS,2010,0.117,5286.63
IGCC,Coal,IGCC,2010,0.088,4010
IGCC,Coal,IGCC,2014,0.101,4000
IGCC,Coal,IGCC,2014,0.171,8000
Nuclear,Nuclear,,2008,0.047,2293.15
Nuclear,Nuclear,,2007,0.047,2295.43
Nuclear,Nuclear,,2006,0.047,2297.72
Nuclear,Nuclear,,2005,0.047,2300
Nuclear,Nuclear,,2006,0.039,2358
Nuclear,Nuclear,,2008,0.058,3050.95
Nuclear,Nuclear,,2007,0.059,3068.27
Nuclear,Nuclear,,2006,0.059,3085.59
Nuclear,Nuclear,,2000,0.059,3102.91
Nuclear,Nuclear,,2001,0.059,3102.91
Nuclear,Nuclear,,2002,0.059,3102.91
Nuclear,Nuclear,,2003,0.059,3102.91
Nuclear,Nuclear,,2004,0.059,3102.91
Nuclear,Nuclear,,2005,0.059,3102.91
Nuclear,Nuclear,,2009,0.063,3317.8
Nuclear,Nuclear,,2007,0.053,3333
Nuclear,Nuclear,,2009,0.061,3820.23
Nuclear,Nuclear,,2009,0.079,5385
Nuclear,Nuclear,,2009,0.118,7500
Nuclear,Nuclear,,2009,0.115,8199
Nuclear,Nuclear,,2010,0.081,5274.51
Nuclear,Nuclear,,2011,0.061,3790
Nuclear,Nuclear,,2011,0.065,3944
Nuclear,Nuclear,,2010,0.078,4600
Nuclear,Nuclear,,2010,0.102,6100
Nuclear,Nuclear,,2014,0.09,5385
Nuclear,Nuclear,,2014,0.129,8199
